name,facility_type,lat,lng,region,waterway,city,state,source,dock_type,commodities
Mosaic Company,FERTILIZER,37.815556,-87.649167,Inland_Ports,Ohio River,Henderson,KY,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Building Cement & Concrete; Lime; Glass | Animal Feed, Grain Mill Products, Flour, Processed Grains"
Home Oil Co Henderson Ky,GENERAL_CARGO,37.877222,-87.576944,Inland_Ports,Ohio River,Henderson,KY,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers"
"Fred Weber, Rutgers Street Sand Plant Dock",GENERAL_CARGO,38.612742,-90.187928,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",St. Louis,MO,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"Consolidated Terminal & Logistics Corp., Nooter Dock",GENERAL_CARGO,38.609951,-90.189491,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",St. Louis,MO,BTS_DOCK,Dock,"Corn | Animal Feed, Grain Mill Products, Flour, Processed Grains | All Manufactured Equipment, Machinery and Products"
"Slay Bulk Terminals, St. Louis Dock",GENERAL_CARGO,38.599978,-90.195419,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",St. Louis,MO,BTS_DOCK,Dock,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Chemicals and Related Products | Fertilizers | Other Chemicals and Related Products | Vegetable Products"
Consolidted Grain & Barge Co,GRAIN_ELEVATOR,39.083104,-84.57175,Inland_Ports,Ohio River,Cincinnati,OH,BTS_DOCK,Dock,"Fertilizers | Sulphur (Dry), Clay & Salt | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
Kosmos Cement Co,CEMENT,39.082548,-84.573204,Inland_Ports,Ohio River,Cincinnati,OH,BTS_DOCK,Dock,Slag | Building Cement & Concrete; Lime; Glass | Wheat
Valvoline Oil,GENERAL_CARGO,39.075278,-84.602222,Inland_Ports,Ohio River,Cincinnati,OH,BTS_DOCK,Dock,"Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | Corn | Oilse"
Cargill Inc (grain),GRAIN_ELEVATOR,39.096001,-84.657287,Inland_Ports,Ohio River,Cincinnati,OH,BTS_DOCK,Dock,"Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"J. D. Streett & Co., St. Louis Terminal Dock",GENERAL_CARGO,38.582778,-90.217222,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",St. Louis,MO,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Products | Vegetable"
"American River Transportation Co., North Terminal Wharf",GENERAL_CARGO,38.581111,-90.219444,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",St. Louis,MO,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others)"
"Lenco Marine, St. Louis Terminal Dock",GENERAL_CARGO,38.544492,-90.252405,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",St. Louis,MO,BTS_DOCK,Dock,"Fertilizers | Iron Ore and Iron & Steel Waste & Scrap | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)"
"Italgrani Elevator Co., St. Louis Dock",GRAIN_ELEVATOR,38.541389,-90.253889,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",St. Louis,MO,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others)"
"Conoco Phillips, Wood River Product and Marine Terminal Dock",REFINERY,38.803949,-90.11528,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",Oldenburg,IL,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Products"
Phoenix Terminal Co. Dock,GENERAL_CARGO,38.810889,-90.111917,Inland_Ports,"Mississippi River, Mouth of Missouri River to Mouth of Ohio River",Hartford,MO,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Forest Products, Lumber, Logs, Woodchips | Iron Ore and Iron & Steel Waste & Scrap | Slag | Primary Iron and Ste"
"Marathon Ashland Pipe Line, Jaco Landing Dock",REFINERY,38.826833,-90.107972,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Hartford,IL,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Pr"
"The Premcor Refining Group, Wood River Refinery Dock",REFINERY,38.836972,-90.103722,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Hartford,IL,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Pr"
"Koch Fertilizer Storage and Terminal, Wood River Terminal",FERTILIZER,38.856944,-90.121444,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",East Alton,IL,BTS_DOCK,Dock,Other Chemicals and Related Products
"Conagra Foods, Alton Terminal Dock",GENERAL_CARGO,38.890278,-90.191667,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Alton,IL,BTS_DOCK,Dock,"Sulphur (Dry), Clay & Salt | Food and Farm Products | Wheat | Oilseeds (Soybean, Flaxseed and Others) | Vegetable Products | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Holcim (u. S.), Clarksvile Plant Dock",CEMENT,39.379444,-90.933889,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Clarksville,MO,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | Slag | Building Cement & Concrete; Lime; Glass | All Manufactured Equipment, Machinery and Products |"
"Bunge North America, Louisiana Dock",GRAIN_ELEVATOR,39.441667,-91.033889,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Louisiana,MO,BTS_DOCK,Dock,"Fertilizers | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Non-Ferrous Ores and Scrap | Sulphur (Dry), Clay & Salt | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Food and Farm Produc"
"Bunge North America, East Hannibal Grain Elevator Dock",GRAIN_ELEVATOR,39.7275,-91.362222,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",East Hannibal,IL,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains | All Manufactured Equipment, Machinery and Products"
"Basf Corp., Hannibal Plant Dock",CHEMICAL,39.838333,-91.433889,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Palmyra,MO,BTS_DOCK,Dock,Other Chemicals and Related Products
"Northeast Missouri Electric Power Cooperative Palmyra, Fertilizer",FERTILIZER,39.843611,-91.438611,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Palmyra,MO,BTS_DOCK,Dock,"Fertilizers | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
Adm/quincy Dock No. 1,GRAIN_ELEVATOR,39.928889,-91.415278,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Quincy,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | Sulphur (Dry), Clay & Salt | Other Non-Me"
Quincy Municipal Barge Terminal Wharf,GENERAL_CARGO,39.915833,-91.415,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Quincy,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | Sulphur (Dry), Clay & Salt | Slag | Other"
"Bunge North America, Lagrange Grain Elevator Dock",GRAIN_ELEVATOR,40.039444,-91.496944,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",LaGrange,MO,BTS_DOCK,Dock,"Other Chemicals and Related Products | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Tri-state Fertilizer Co., Canton Terminal Dock",FERTILIZER,40.1225,-91.513333,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Canton,MO,BTS_DOCK,Dock,Fertilizers | Corn
Ayers Oil Co. Dock,GENERAL_CARGO,40.134728,-91.514529,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Canton,MO,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers"
"Ursa Farmers Cooperative Co., Meyer Division, Grain Elevator Dock",GRAIN_ELEVATOR,40.146389,-91.506667,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Meyer,IL,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others)"
"Colusa River Terminal, Elevator Wharf",GRAIN_ELEVATOR,40.558056,-91.395833,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Nauvoo,IL,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others)"
"Cargill, Inc.",GRAIN_ELEVATOR,40.636389,-91.174444,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",Dallas City,IL,BTS_DOCK,Dock,"Fertilizers | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others)"
"Agri Grain Marketing, New Boston Dock",GRAIN_ELEVATOR,41.167606,-91.002028,Inland_Ports,"Mississippi River, Minneapolis, MN to Mouth of Missouri River",New Boston,IL,BTS_DOCK,Dock,"Food and Farm Products | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
Port Lacon Enterprises Dock,PIPELINE_TERMINAL,41.0325,-89.41056,Inland_Ports,"Illinois River, IL",Lacon,IL,BTS_DOCK,Dock,"Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Consolidated Grain and Barge Co., Hennepin Terminal Dock",GRAIN_ELEVATOR,41.255278,-89.350833,Inland_Ports,"Illinois River, IL",Hennepin,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Sulphur (Dry)"
"Terminal Fleet, Hennepin Moorings & Dock",GENERAL_CARGO,41.27306,-89.33889,Inland_Ports,"Illinois River, IL",Hennepin,IL,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Cargill Aghorizons, Spring Valley North Grain Elevator Dock",GRAIN_ELEVATOR,41.313056,-89.201389,Inland_Ports,"Illinois River, IL",Spring Valley,IL,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others)"
"Cf Industries, Peru Nitrogen Terminal Dock",FERTILIZER,41.316944,-89.149167,Inland_Ports,"Illinois River, IL",Peru,IL,BTS_DOCK,Dock,"Fertilizers | Other Chemicals and Related Products | Non-Ferrous Ores and Scrap | Sulphur (Dry), Clay & Salt | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Corn"
Utica Terminal Dock,GENERAL_CARGO,41.323056,-89.030278,Inland_Ports,"Illinois River, IL",Utica,IL,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Crude Petroleum | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products | Non-Ferrous Ores and Scrap | Sulphur (Dry), Cla"
"Garvey International, Ottawa Terminal Docks.",GENERAL_CARGO,41.333889,-88.775556,Inland_Ports,"Illinois River, IL",Ottawa,IL,BTS_DOCK,Dock,"Fertilizers | Pulp and Waste Paper | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Food and Farm Products | Unknown or Not Elsewhere Classified"
"Ottawa Barge Terminal, Grain Dock.",GRAIN_ELEVATOR,41.325999,-88.892865,Inland_Ports,"Illinois River, IL",Ottawa,IL,BTS_DOCK,Dock,Food and Farm Products | Unknown or Not Elsewhere Classified
Rio Hondo Terminal Dock,GENERAL_CARGO,26.227505,-97.586069,Inland_Ports,"Tributary Arroyo Colorado, TX",Rio Hondo,TX,BTS_DOCK,Dock,Chemicals and Related Products | Fertilizers
"Martin Marietta, Huey Stockstill, Houma Operation Wharf",AGGREGATE,29.6,-90.667222,Inland_Ports,"Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",Houma,LA,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"Garvey International, Ottawa Terminal Dock",GENERAL_CARGO,41.33389,-88.77556,Inland_Ports,"Illinois River, IL",Ottawa,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Forest Products, Lumber, Logs, Woodchips | Pulp and Waste Paper | Iron Ore and Iron & Steel Waste & Scrap | Sulphur (Dry), Clay & Salt | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Food and Farm Produ"
"Central Stone Co., North Quarry Dock",AGGREGATE,38.8433,-90.2408,Inland_Ports,"Missouri River, Kansas City to the Mouth",Florissant,MO,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"St. Charles Sand Co., Plant No. 1 & 1b Docks",GENERAL_CARGO,38.7847,-90.472942,Inland_Ports,"Missouri River, Kansas City to the Mouth",Earth City,MO,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"St. Charles Sand Co., Plant No. 2 Wharf and Pier",GENERAL_CARGO,38.68583,-90.66139,Inland_Ports,"Missouri River, Kansas City to the Mouth",Chesterfield,MO,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
Jefferson City River Terminal Dock,GENERAL_CARGO,38.584167,-92.168611,Inland_Ports,"Missouri River, Kansas City to the Mouth",Jefferson City,MO,BTS_DOCK,Dock,"Fertilizers | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Food and Farm Products | Unknown or Not Elsewhere Classified"
Interstate Marine Terminals Dock,GENERAL_CARGO,38.983023,-92.743869,Inland_Ports,"Missouri River, Kansas City to the Mouth",Boonville,MO,BTS_DOCK,Dock,"Fertilizers | Sulphur (Dry), Clay & Salt | Vegetable Products | Unknown or Not Elsewhere Classified"
Capital Sand Co Glasgow Sand Plant Dock,GENERAL_CARGO,39.221296,-92.848591,Inland_Ports,"Missouri River, Kansas City to the Mouth",Glasgow,MO,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"Alabama Farmers Cooperative, Inc. Grain Elevator Wharf",GRAIN_ELEVATOR,34.347761,-86.290026,Inland_Ports,"Tennessee River, TN, AL and KY",Guntersville,AL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Pulp and Waste Paper | Sulphur (Dry), Clay & Salt | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Vegetable Products | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"The Great Combine, Guntersville Grain Transfer Whf",GRAIN_ELEVATOR,34.348889,-86.294167,Inland_Ports,"Tennessee River, TN, AL and KY",Guntersville,AL,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
Pilgrims Guntersville Poultry Feed Mill Dock,STEEL_MILL,34.348889,-86.285278,Inland_Ports,"Tennessee River, TN, AL and KY",Guntersville,AL,BTS_DOCK,Dock,"Fertilizers | Sulphur (Dry), Clay & Salt | Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Vegetable Products | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Gold Kist, Guntersville Feed Mill Dock(corn)",STEEL_MILL,34.348333,-86.271111,Inland_Ports,"Tennessee River, TN, AL and KY",Guntersville,AL,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others)"
"Signal Mtn Cement Co., Chattanooga Stone Dock",CEMENT,35.098611,-85.351111,Inland_Ports,"Tennessee River, TN, AL and KY",Chattanooga,TN,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | Sulphur (Dry), Clay & Salt | Slag | Bu"
"Mid-south Terminals, Chattanooga Docks",GENERAL_CARGO,35.07778,-85.33611,Inland_Ports,"Tennessee River, TN, AL and KY",Chattanooga,TN,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Materia"
"Ergon, Chattanooga Terminal Dock",GENERAL_CARGO,35.075278,-85.341667,Inland_Ports,"Tennessee River, TN, AL and KY",Chattanooga,TN,BTS_DOCK,Dock,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Chemicals and Related Products | Other Chemicals and Related Products"
Tennessee Valley Authority and Thomas H Allen Plant Memphis Wharf,GENERAL_CARGO,35.075833,-90.145,Inland_Ports,"Memphis Harbor, TN",Memphis,TN,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Forest Products, Lumber, Logs, Woodchips | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)"
Kinder Morgan Bulk Terminals,PIPELINE_TERMINAL,35.101639,-90.089167,Inland_Ports,"Memphis Harbor, TN",Memphis,TN,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Chemicals and Related Products | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Sc"
"Adm Growmark River Systems, Memphis Dock",GRAIN_ELEVATOR,35.094444,-90.1045,Inland_Ports,"Memphis Harbor, TN",Memphis,TN,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Gasoline, Jet Fuel, Kerosene | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Non-Ferrous Ores and Scrap | Sulphur (D"
"Cargill Ag Horizons, Memphis Terminal Elevator Dock",GRAIN_ELEVATOR,35.093222,-90.105333,Inland_Ports,"Memphis Harbor, TN",Memphis,TN,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore and Iron & Steel Waste & Scrap | Slag | Food and Farm Products | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean"
"River Cement Sales Co., Memphis Terminal Dock",CEMENT,35.080389,-90.126361,Inland_Ports,"Memphis Harbor, TN",Memphis,TN,BTS_DOCK,Dock,"Fertilizers | Slag | Building Cement & Concrete; Lime; Glass | Wheat | Corn | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Westway Terminal Co., Memphis Dock",GENERAL_CARGO,35.177583,-90.046194,Inland_Ports,"Wolf River, TN",Memphis,TN,BTS_DOCK,Dock,Other Chemicals and Related Products | Vegetable Products | Other Agricultural Products; Food and Kindred Products
"Cargill Ag Horizons, Wolf River Grain Elevator Dock",GRAIN_ELEVATOR,35.179167,-90.046111,Inland_Ports,"Wolf River, TN",Memphis,TN,BTS_DOCK,Dock,"Fertilizers | Food and Farm Products | Wheat | Corn | Barley, Rye, Oats, Rice and Sorghum Grains | Oilseeds (Soybean, Flaxseed and Others) | Animal Feed, Grain Mill Products, Flour, Processed Grains"
"Bunge North America, Hurricane Point Terminal Wharf",GRAIN_ELEVATOR,34.016063,-90.94234,Inland_Ports,"Mississippi River, Mouth of Ohio River to Baton Rouge, LA",Hurricane Point,MS,BTS_DOCK,Dock,"Food and Farm Products | Wheat | Oilseeds (Soybean, Flaxseed and Others)"
Cargill Inc Chouteau Elevator Dock,GRAIN_ELEVATOR,39.150556,-94.523889,Inland_Ports,"Missouri River, Kansas City to the Mouth",Kansas City,MO,BTS_DOCK,Dock,"Food and Farm Products | All Manufactured Equipment, Machinery and Products"
Mid-west Terminal Warehouse Co Wharf,GENERAL_CARGO,39.111389,-94.605278,Inland_Ports,"Missouri River, Kansas City to the Mouth",Kansas City,MO,BTS_DOCK,Dock,"Fertilizers | Sulphur (Dry), Clay & Salt | Unknown or Not Elsewhere Classified"
Holliday Sand and Gravel Co St. Joseph Plant & Dock,AGGREGATE,39.745556,-94.858889,Inland_Ports,"Missouri River, Omaha to Kansas City",St. Joseph,MO,BTS_DOCK,Dock,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material"
"Lion Oil Co., Memphis Terminal Dock",GENERAL_CARGO,35.119306,-90.081583,Inland_Ports,"Mississippi River, Mouth of Ohio River to Baton Rouge, LA",Memphis,TN,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases"
"Exxonmobil, Memphis Terminal Dock",REFINERY,35.121667,-90.079167,Inland_Ports,"Mississippi River, Mouth of Ohio River to Baton Rouge, LA",Memphis,TN,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Other Chemicals and Related Products"
"American Commercial Terminals, Memphis Dock",GENERAL_CARGO,35.123111,-90.07725,Inland_Ports,"Mississippi River, Mouth of Ohio River to Baton Rouge, LA",Memphis,TN,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Chemicals and Related Products | Fertilizers | Other Chemicals and Related Products | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | Barley, Rye, "
"Lucy Woodstock Utility Terminal, Memphis Dock",GENERAL_CARGO,35.190333,-90.059139,Inland_Ports,"Mississippi River, Mouth of Ohio River to Baton Rouge, LA",Memphis,TN,BTS_DOCK,Dock,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Chemicals and Related Products | Other Chemicals and Related Products | Non-Ferrous Ores and Scrap"
"Agriliance Harlingen Terminal, Dock No. 4",GENERAL_CARGO,26.201385,-97.598315,Inland_Ports,"Tributary Arroyo Colorado, TX",Harlingen,TX,BTS_DOCK,Dock,Fertilizers
"Terminal Fleet, Hennepin Dock.",GENERAL_CARGO,41.273056,-89.338889,Inland_Ports,"Illinois River, IL",Hennepin,IL,BTS_DOCK,Dock,"Primary Iron and Steel Products (Ingots,Bars,Rods,etc.)"
"Horizon Milling, LLC",STEEL_MILL,35.083333,-85.276111,Inland_Ports,"Tennessee River, TN, AL and KY",Chattanooga,TN,BTS_DOCK,Dock,Iron Ore and Iron & Steel Waste & Scrap | Food and Farm Products | Wheat
"Adm, Chattanooga Oil Refining Dock",GRAIN_ELEVATOR,35.087222,-85.272222,Inland_Ports,"Tennessee River, TN, AL and KY",Chattanooga,TN,BTS_DOCK,Dock,Food and Farm Products | Wheat | Other Agricultural Products; Food and Kindred Products
"Ron Conley Enterprises, Cargill Knoxville Dock",GRAIN_ELEVATOR,35.961944,-83.904444,Inland_Ports,"Tennessee River, TN, AL and KY",Knoxville,TN,BTS_DOCK,Dock,nan
Ashland Petroleum Co,REFINERY,36.169444,-86.775833,Inland_Ports,"Cumberland River, Mouth to Nashville, TN",Nashville,TN,BTS_DOCK,Dock,"Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products"
M Choen Iron Metals Co,GENERAL_CARGO,36.159412,-86.7652,Inland_Ports,"Cumberland River, Mouth to Nashville, TN",Nashville,TN,BTS_DOCK,Dock,Iron Ore and Iron & Steel Waste & Scrap
"Ottawa Barge Terminal, Bulk Materials Dock.",GENERAL_CARGO,41.326768,-88.893591,Inland_Ports,"Illinois River, IL",Ottawa,IL,BTS_DOCK,Dock,"Coal,Lignite & Coal Coke | Fertilizers | Pulp and Waste Paper | Sulphur (Dry), Clay & Salt | Building Cement & Concrete; Lime; Glass | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Unknown or Not Elsewhere Classified"
"Consolidated Grain and Barge Co., Utica Terminal Grain Dock.",GRAIN_ELEVATOR,41.325278,-89.023056,Inland_Ports,"Illinois River, IL",Utica,IL,BTS_DOCK,Dock,Food and Farm Products
"Wilbur Ellis Co., Rio Hondo Terminal Dock",GENERAL_CARGO,26.251594,-97.58358,Inland_Ports,"Tributary Arroyo Colorado, TX",Rio Hondo,TX,BTS_DOCK,Dock,"Crude Petroleum | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Fertilizers"
