facility_id,canonical_name,zone_name,facility_type,lat,lng,mrtis_mile,usace_mile,usace_name,port,waterway,owners,operators,commodities,city,county,state,epa_frs_links
MRTIS_0051,Blackwater Westwego,Blackwater Westwego,Tank Storage,29.9125764028486,-90.1388466290242,101.0,101.4,"BLACKWATER NEW ORLEANS, LLC","Port of New Orleans, LA","Mississippi River, New Orleans, LA to Mouth of Passes","Current Owner: Blackwater Midstream Corporation | Current Owner and Operator: ST Services, LLC. Phone: 504 340-3000 FAX: 504 340-9406",,"Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Chemicals and Related Products | Other Chemicals and Related Prod",Westwego,Jefferson,LA,0
MRTIS_0052,Henry Clay Ave,Henry Clay Ave,General Cargo,29.914979403649,-90.1302826268019,101.0,101.1,HENRY CLAY AVENUE WHARF,"Port of New Orleans, LA","Mississippi River, New Orleans, LA to Mouth of Passes",Current Owner: Board of Commissioners of the Port of New Orleans.,"Current Operator: P&O Ports Louisiana, Inc. Phone: 504 894-6511 FAX: 504 894-6316","Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Sulphur (Dry), Clay & Salt | Other Non-Metal. Min. | Primary Iron and Steel Products (Ingots,Bars,Rods,etc.) | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | P",New Orleans,Orleans,LA,0
MRTIS_0053,Nashville Ave,Nashville Ave A,General Cargo,29.9133434034997,-90.1238896249965,101.0,100.8,"P&O Ports Louisiana, Nashville Avenue Wharf A.","Port of New Orleans, LA","Mississippi River, New Orleans, LA to Mouth of Passes",Current Owner: Board of Commissioners of the Port of New Orleans.,"Current Operator: P&O Ports Louisiana, Inc. Phone: 504 894-6511 FAX: 504 894-6316",Unknown or Not Elsewhere Classified,New Orleans,Orleans,LA,0
MRTIS_0054,KMI Seven Oaks,KMI Seven Oaks,Tank Storage,29.9289634062613,-90.1436206310196,102.0,102.4,KINDER MORGAN LLC SEVEN OAKS,"Port of New Orleans, LA","Mississippi River, New Orleans, LA to Mouth of Passes",,Current Operator: KINDER MORGAN LLC SEVEN OAKS Phone: 504-436-0082,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Products | Sand, Gra",Westwego,Jefferson,LA,0
MRTIS_0055,Cargill Westwego ,Cargill Westwego Lower,Elevator,29.9383354083641,-90.1416756308922,103.0,103.0,CARGILL INC  WESTWEGO ELEVATOR WHARF,"Port of New Orleans, LA","Mississippi River, New Orleans, LA to Mouth of Passes",,,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Pulp and Waste Paper | Sand, Gravel, Stone, Roc",WESTWEGO,Jefferson,LA,0
MRTIS_0056,Cargill Westwego ,Cargill Westwego Upper,Elevator,29.9383354083641,-90.1416756308922,103.0,103.0,CARGILL INC  WESTWEGO ELEVATOR WHARF,"Port of New Orleans, LA","Mississippi River, New Orleans, LA to Mouth of Passes",,,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Pulp and Waste Paper | Sand, Gravel, Stone, Roc",WESTWEGO,Jefferson,LA,0
MRTIS_0057,Vulcan Westwego,Vulcan Westwego,Bulk Plant,29.9383354083641,-90.1416756308922,103.0,103.0,CARGILL INC  WESTWEGO ELEVATOR WHARF,"Port of New Orleans, LA","Mississippi River, New Orleans, LA to Mouth of Passes",,,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Pulp and Waste Paper | Sand, Gravel, Stone, Roc",WESTWEGO,Jefferson,LA,0
MRTIS_0058,Zito HPL Buoys,Zito HPL Buoys,Mid-Stream,29.940241407588,-90.1783736409339,106.0,106.0,AMERICAN COMMERCIAL BARGE LINES DOCK,"Port of New Orleans, LA","Mississippi River, New Orleans, LA to Mouth of Passes",,,,,Jefferson,LA,0
MRTIS_0059,AGG,Avondale,General Cargo,29.9317954057733,-90.1776766403835,107.0,106.9,"HOST AVONDALE MARINE TERMINALS, MAIN PLANT WET DOCK NO. 4","Port of New Orleans, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: Litton/Avondale Industries, Inc. Phone: 504 436-5165 FAX: 504-436-5204",,,Bridge City,Jefferson,LA,0
MRTIS_0060,IMTT ,IMTT Avondale,Tank Storage,29.9290654047195,-90.1918556441141,108.0,108.0,SHIPSIDE  AVONDALE,"Port of New Orleans, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,,NEW ORLEANS,Jefferson,LA,0
MRTIS_0061,ARTCO 110-111 Buoys,ADM 110 Buoys,Mid-Stream,29.9288944037421,-90.2208386519692,110.0,110.0,MILE 110  GIWW,"West St. Mary Parish Port, Harbor and Terminal District, LA","Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",,,,FRANKLIN,St. Mary,LA,0
MRTIS_0062,ARTCO 110-111 Buoys,ADM 110-2 Buoys,Mid-Stream,29.9288944037421,-90.2208386519692,110.0,110.0,MILE 110  GIWW,"West St. Mary Parish Port, Harbor and Terminal District, LA","Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",,,,FRANKLIN,St. Mary,LA,0
MRTIS_0063,ARTCO 110-111 Buoys,ADM 110-3 Buoys,Mid-Stream,29.9288944037421,-90.2208386519692,110.0,110.0,MILE 110  GIWW,"West St. Mary Parish Port, Harbor and Terminal District, LA","Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",,,,FRANKLIN,St. Mary,LA,0
MRTIS_0064,ARTCO 110-111 Buoys,ADM 110-4 Buoys,Mid-Stream,29.9288944037421,-90.2208386519692,110.0,110.0,MILE 110  GIWW,"West St. Mary Parish Port, Harbor and Terminal District, LA","Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",,,,FRANKLIN,St. Mary,LA,0
MRTIS_0065,ARTCO 110-111 Buoys,ADM 111 Buoys,Mid-Stream,29.9499014081291,-90.2263946543755,110.0,111.0,WAGGAMAN BUOYS MILE 111,"Port of New Orleans, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore a",WESTWEGO,Jefferson,LA,0
MRTIS_0066,ARTCO 110-111 Buoys,ADM 110-1 Buoys,Mid-Stream,29.9466084073665,-90.2278356546252,111.0,111.0,MILE 111  GIWW,"West St. Mary Parish Port, Harbor and Terminal District, LA","Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",,,,FRANKLIN,St. Mary,LA,0
MRTIS_0067,Waggaman Buoys,Waggaman Buoys,Mid-Stream,29.9499014081291,-90.2263946543755,111.0,111.0,WAGGAMAN BUOYS MILE 111,"Port of New Orleans, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | Iron Ore a",WESTWEGO,Jefferson,LA,0
MRTIS_0068,Cornerstone Chemical,Corner Stone,Chemical Plant,29.9706054115447,-90.2596996642959,114.0,114.0,MILE 114  UPPER MISS RIVER,"Kaskaskia Regional Port District, IL","Mississippi River, Mouth of Missouri River to Mouth of Ohio River",,,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material",CHESTER,Randolph,IL,18
MRTIS_0069,Cornerstone Chemical,Cornerstone,Chemical Plant,29.9706054115447,-90.2596996642959,114.0,114.0,MIDSTREAM UNLOADING,"Port of New Orleans, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,Crude Petroleum,KENNER,Jefferson,LA,18
MRTIS_0070,Vulcan St Rose,Vulcan St Rose,Mid-Stream,29.9650174091815,-90.2950056736275,116.0,116.0,VULCAN MATERIALS ST. ROSE YARD,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,Current Operator: VULCAN MATERIALS Phone: 504-472-5549 FAX: 504-472-5557,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material",St. Rose,St. Charles,LA,43
MRTIS_0071,ADM AMA,ADM AMA,Elevator,29.9405754033441,-90.3112616769847,117.0,117.6,"ADM/GROWMARK, AMA GRAIN ELEVATOR DOCK","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: Archer Daniels Midland Co.,"Current Operator: ADM/GROWMARK, Subsidiary of Archer Daniels Midland Co. Phone: 504/431-8245 FAX: 504/431-7275","Coal,Lignite & Coal Coke | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Pro",Ama,St. Charles,LA,18
MRTIS_0072,IMTT ,IMTT St Rose 14,Tank Storage,29.9419284035453,-90.3141126778153,118.0,118.0,MIDSTREAM  ST ROSE,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",SAINT ROSE,St. Charles,LA,19
MRTIS_0073,IMTT ,IMTT St Rose 8,Tank Storage,29.9419284035453,-90.3141126778153,118.0,118.0,MIDSTREAM  ST ROSE,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",SAINT ROSE,St. Charles,LA,19
MRTIS_0074,IMTT ,IMTT St Rose 2,Tank Storage,29.9419284035453,-90.3141126778153,119.0,118.0,MIDSTREAM  ST ROSE,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",SAINT ROSE,St. Charles,LA,19
MRTIS_0075,IMTT ,IMTT St Rose 4,Tank Storage,29.9419284035453,-90.3141126778153,119.0,118.0,MIDSTREAM  ST ROSE,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",SAINT ROSE,St. Charles,LA,19
MRTIS_0076,ADM Destrehan,ADM Destrehan,Elevator,29.940898401933,-90.3568146893406,120.0,120.5,"ADM/GROWMARK, DESTREHAN ELEVATOR WHARF","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: ADM/Growmark, a subsidiary of Archer Daniels Midland Co. Phone: 985/764-7586 FAX: 985-76461888",,"Units (Ferried Autos, Passengers, Railway Cars) | Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Pr",Destrehan,St. Charles,LA,50
MRTIS_0077,Bunge Destrehan,Bunge Destrehan,Elevator,29.9380654016024,-90.3480656868491,120.0,120.0,"BUNGE NORTH AMERICA, DESTREHAN ELEVATOR WHARF","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: BUNGE NORTH AMERICA, DESTREHAN ELEVATOR WHARF  Phone: 985-725-8220",,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Mat",Destrehan,St. Charles,LA,45
MRTIS_0078,ADM Destrehan Buoys,ADM Destrehan Buoys Lower,Mid-Stream,29.940898401933,-90.3568146893406,121.0,120.5,"ADM/GROWMARK, DESTREHAN ELEVATOR WHARF","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: ADM/Growmark, a subsidiary of Archer Daniels Midland Co. Phone: 985/764-7586 FAX: 985-76461888",,"Units (Ferried Autos, Passengers, Railway Cars) | Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Pr",Destrehan,St. Charles,LA,50
MRTIS_0079,ADM Destrehan Buoys,ADM Destrehan Buoys Upper,Mid-Stream,29.940898401933,-90.3568146893406,121.0,120.5,"ADM/GROWMARK, DESTREHAN ELEVATOR WHARF","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: ADM/Growmark, a subsidiary of Archer Daniels Midland Co. Phone: 985/764-7586 FAX: 985-76461888",,"Units (Ferried Autos, Passengers, Railway Cars) | Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Pr",Destrehan,St. Charles,LA,50
MRTIS_0080,Valero St Charles,Valero St Charles 2,Refinery,29.9836634099187,-90.3964897019241,125.0,125.0,"Valero Refining Corp., St. Charles Refinery Wharf, Berth No. 4","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: Orion Refining Corp. Phone: 985/764-4585 FAX: 985/764-3355,,Petroleum and Petroleum Products | Crude Petroleum,Norco,St. Charles,LA,32
MRTIS_0081,Valero St Charles,Valero St Charles 3,Refinery,29.9836634099187,-90.3964897019241,125.0,125.0,"Valero Refining Corp., St. Charles Refinery Wharf, Berth No. 4","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: Orion Refining Corp. Phone: 985/764-4585 FAX: 985/764-3355,,Petroleum and Petroleum Products | Crude Petroleum,Norco,St. Charles,LA,32
MRTIS_0082,Valero St Charles,Valero St Charles 4,Refinery,29.9836634099187,-90.3964897019241,125.0,125.0,"Valero Refining Corp., St. Charles Refinery Wharf, Berth No. 4","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: Orion Refining Corp. Phone: 985/764-4585 FAX: 985/764-3355,,Petroleum and Petroleum Products | Crude Petroleum,Norco,St. Charles,LA,32
MRTIS_0083,Valero St Charles,Valero St Charles 5,Refinery,29.9836634099187,-90.3964897019241,125.0,125.0,"Valero Refining Corp., St. Charles Refinery Wharf, Berth No. 4","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: Orion Refining Corp. Phone: 985/764-4585 FAX: 985/764-3355,,Petroleum and Petroleum Products | Crude Petroleum,Norco,St. Charles,LA,32
MRTIS_0084,Shell Norco ,Shell Norco 1,Refinery,29.9905654111371,-90.4050057045275,126.0,126.0,SHELL NORCO,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,"Current Operator: MOTIVA ENTERPRISES, NORCO REFINING DOCKS  Phone: 504-467-2650  | Current Operator: NORCO REFINING CO  Phone: 504-465-7810","Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Pr",Kenner,St. Charles,LA,45
MRTIS_0085,Shell Norco ,Shell Norco 2,Refinery,29.9905654111371,-90.4050057045275,126.0,126.0,SHELL NORCO,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,"Current Operator: MOTIVA ENTERPRISES, NORCO REFINING DOCKS  Phone: 504-467-2650  | Current Operator: NORCO REFINING CO  Phone: 504-465-7810","Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Pr",Kenner,St. Charles,LA,45
MRTIS_0086,Shell Norco ,Shell Norco 4,Refinery,29.9905654111371,-90.4050057045275,126.0,126.0,SHELL NORCO,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,"Current Operator: MOTIVA ENTERPRISES, NORCO REFINING DOCKS  Phone: 504-467-2650  | Current Operator: NORCO REFINING CO  Phone: 504-465-7810","Petroleum and Petroleum Products | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Other Chemicals and Related Pr",Kenner,St. Charles,LA,45
MRTIS_0087,Dow Taft,Dow Taft,Chemical Plant,29.9922434101612,-90.4459987156973,128.0,128.1,DOW CHEMICAL TAFT PLANT DOCK 1,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: Union Carbide Corp., a subsidiary of Dow Chemical Co. Phone: 985/783-4969 FAX: 985/783-4980",,"Petroleum and Petroleum Products | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Chemicals and Related Products",Taft,St. Charles,LA,36
MRTIS_0088,Occidental Taft,Occidental Taft,Chemical Plant,29.9943414101543,-90.4601127196077,129.0,128.9,TAFT OCCIDENTAL CHEMICAL UPPER DOCK,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: Occidental Chemical Corp.,"Current Operator: Occidental Chemical Corp. and Koch Industries, Inc. Phone: 985/783-7377 / 985/783-7200  FAX: 985/783-3094","Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Other Chemicals and Related Products | Vegetable Products | All Manufactured Equipment, Machinery and Products",Hahnville,St. Charles,LA,30
MRTIS_0089,Laplace Buoys,133 Buoys,Mid-Stream,30.0452354206213,-90.4769857263757,134.0,133.0,CGB MARINE BUOYS MILES 132 AND 133,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,Current Operator: CGB MARINE BUOYS M-132  Phone: 985/652-7285,"Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Pulp and Waste Paper | Sand, Gravel, Stone, Rock, Limestone",LaPlace,St. John the Baptist,LA,21
MRTIS_0090,Laplace Buoys,134 Buoys,Mid-Stream,30.0452354206213,-90.4769857263757,134.0,133.0,LAPLACE ANCHORAGE,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Coal,Lignite & Coal Coke | Crude Petroleum | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Iron Ore a",LA PLACE,St. John the Baptist,LA,21
MRTIS_0091,Reserve Buoys,136 Buoys,Mid-Stream,30.0521004196906,-90.5505167465643,137.0,137.6,RESERVE FERRY LANDING,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: State of Louisiana.,"Current Operator: State of Louisiana, Department of Transportation and Development. Phone: 225/379-1533 FAX: 225/379-1853","Units (Ferried Autos, Passengers, Railway Cars) | Iron Ore and Iron & Steel Waste & Scrap | Building Cement & Concrete; Lime; Glass | Corn",Reserve,St. John the Baptist,LA,32
MRTIS_0092,Reserve Buoys,136.7 Buoys,Mid-Stream,30.0521004196906,-90.5505167465643,137.0,137.6,RESERVE FERRY LANDING,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: State of Louisiana.,"Current Operator: State of Louisiana, Department of Transportation and Development. Phone: 225/379-1533 FAX: 225/379-1853","Units (Ferried Autos, Passengers, Railway Cars) | Iron Ore and Iron & Steel Waste & Scrap | Building Cement & Concrete; Lime; Glass | Corn",Reserve,St. John the Baptist,LA,32
MRTIS_0093,AST Globalplex,Globalplex,General Cargo,30.0541754195167,-90.5694457517726,138.0,138.0,"PORT OF SOUTH LOUISIANA, GLOBALPLEX INTERMODAL TERMINAL WHARVES","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: PORT OF SOUTH LOUISIANA, GLOBALPLEX INTERMODAL TERMINAL WHARVES  Phone: 985/536-4520  : 985/536-8300","Current Operator: Associated Terminals - Triangle Anchorage Services Mile 136,137,138","Coal,Lignite & Coal Coke | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Forest Products, Lumber, Log",Reserve,St. John the Baptist,LA,43
MRTIS_0094,Reserve Buoys,137.5 Buoys,Mid-Stream,30.0521004196906,-90.5505167465643,138.0,137.6,RESERVE FERRY LANDING,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: State of Louisiana.,"Current Operator: State of Louisiana, Department of Transportation and Development. Phone: 225/379-1533 FAX: 225/379-1853","Units (Ferried Autos, Passengers, Railway Cars) | Iron Ore and Iron & Steel Waste & Scrap | Building Cement & Concrete; Lime; Glass | Corn",Reserve,St. John the Baptist,LA,32
MRTIS_0095,ADM Reserve,ADM Reserve,Elevator,30.0549994194162,-90.577918754099,139.0,139.2,"ADM/GROWMARK, RESERVE ELEVATOR WHARF","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner: Port of South Louisiana.,"Current Operator: ADM/Growmark, a subsidiary of Archer Daniels Midland Co. Phone: 985/536-1151 FAX: 985/536-1152","Coal,Lignite & Coal Coke | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Fertilizers | Other Chemicals and Related Products | Pulp and Waste Paper | Iron Ore and Iron & Steel Waste & Sc",Reserve,St. John the Baptist,LA,46
MRTIS_0096,Cargill Reserve ,Cargill Reserve Lower,Elevator,30.0525054185345,-90.5883357568065,139.0,139.0,CARGILL INC ELEVATOR WHARFS,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: CARGILL ELEVATOR RESERVE  Phone: 985/536-1500,,"Coal,Lignite & Coal Coke | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | For",Reserve,St. John the Baptist,LA,38
MRTIS_0097,Cargill Molasses,Cargill Molasses,Tank Storage,30.0525054185345,-90.5883357568065,140.0,139.0,CARGILL INC ELEVATOR WHARFS,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",Current Owner and Operator: CARGILL ELEVATOR RESERVE  Phone: 985/536-1500,,"Coal,Lignite & Coal Coke | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and Related Products | For",Reserve,St. John the Baptist,LA,38
MRTIS_0098,Cargill Reserve ,Cargill Reserve Upper,Elevator,30.0539214190059,-90.5833087555092,140.0,139.6,CARGILL-RESERVE ELEVATOR WHARF,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner and Operator: Cargill-NAGOC, Inc. Phone: 985/536-1506 FAX: 985/536-1545",,Food and Farm Products,Reserve,St. John the Baptist,LA,42
MRTIS_0099,Marathon Garyville,Marathon 1,Refinery,30.0460324166515,-90.6030587605047,140.0,140.6,"Marathon Ashland Petroleum, Louisiana Refinery Dock No. 4.","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner: Marathon Ashland Petroleum, LLC.",Current Operator: Aimcor. Phone: 985/535-7506 FAX: 985/535-7279,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",Garyville,St. John the Baptist,LA,22
MRTIS_0100,Marathon Garyville,Marathon 2,Refinery,30.0460324166515,-90.6030587605047,140.0,140.6,"Marathon Ashland Petroleum, Louisiana Refinery Dock No. 4.","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner: Marathon Ashland Petroleum, LLC.",Current Operator: Aimcor. Phone: 985/535-7506 FAX: 985/535-7279,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",Garyville,St. John the Baptist,LA,22
MRTIS_0101,Marathon Garyville,Marathon 5,Refinery,30.0460324166515,-90.6030587605047,140.0,140.6,"Marathon Ashland Petroleum, Louisiana Refinery Dock No. 4.","Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA","Current Owner: Marathon Ashland Petroleum, LLC.",Current Operator: Aimcor. Phone: 985/535-7506 FAX: 985/535-7279,"Petroleum Pitches, Coke, Asphalt, Naptha and Solvents",Garyville,St. John the Baptist,LA,22
MRTIS_0102,MPLX Garyville ,MPLX Garyville 1,Tank Storage,30.051672418263,-90.591116757522,140.0,140.0,MILE 140  GIWW,"Port of Iberia District, LA","Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",,,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | All Manufactured Equipment, Machinery and Products",NEW IBERIA,Iberia,LA,38
MRTIS_0103,MPLX Garyville ,MPLX Garyville 2,Tank Storage,30.051672418263,-90.591116757522,140.0,140.0,MILE 140  GIWW,"Port of Iberia District, LA","Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",,,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | All Manufactured Equipment, Machinery and Products",NEW IBERIA,Iberia,LA,38
MRTIS_0104,MPLX Garyville ,MPLX Garyville 5,Tank Storage,30.051672418263,-90.591116757522,140.0,140.0,MILE 140  GIWW,"Port of Iberia District, LA","Gulf Intracoastal Waterway, Mississippi River, LA, to Sabine River, TX",,,"Sand, Gravel, Stone, Rock, Limestone, Soil, Dredged Material | All Manufactured Equipment, Machinery and Products",NEW IBERIA,Iberia,LA,38
MRTIS_0105,140.5 Buoys,140.5 Buoys,Mid-Stream,30.0427674157877,-90.6078707616633,141.0,141.0,LUCY MAR BUOYS MILE 141,"Port of South Louisiana, LA","Mississippi River, Baton Rouge, LA to New Orleans, LA",,,"Coal,Lignite & Coal Coke | Fertilizers | Other Chemicals and Related Products | Non-Ferrous Ores and Scrap | Corn | Oilseeds (Soybean, Flaxseed and Others)",RESERVE,St. John the Baptist,LA,14
