Bill of Lading Number,Count,Arrival Date,Matching Fields,Consignee,Consignee Industry,Consignee (Original Format),Consignee Ultimate Parent,Shipper,Shipper (Original Format),Shipper Ultimate Parent,Carrier,Notify Party,Notify Party SCAC,Shipment Origin,Shipment Destination,Shipment Destination Region,Port of Unlading,Port of Unlading Region,Port of Unlading roll,Port of Lading,Port of Lading Region,Port of Lading Country,Place of Receipt,Transport Method,Cargo,Vessel,Vessel Voyage ID,Vessel IMO,Quantity,Measurement,Weight (kg), Weight (t) ,Weight (Original Format), Value of Goods (USD) ,FROB,Manifest Number,Inbond Code,Industry - GICS,Number of Containers,Container Numbers,HS Code,Goods Shipped,Container Type of Service
NYKB040000788,1,6/12/2023,Consignee: The Essex Cement Co. Llc; Goods Shipped: Portland Cement Astm Type I Ii In Bulk In Bulk Portland Cement Astm Type I Ii In Bulk 46860. 000 Mt; Consignee (Original Format): To The Order Of Essex Cement Co Llc; Notify Party: To The Order Of Essex Cement Co Llc,Titan,,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT
NEWARK NJ 07114",,Nuh Cimento,"NUH CIMENTO SANAYI AS
HACI AKIF MAH D 100 KARAYOLU CAD NO
HEREKE 41800 KOCAELI TURKIYE",Nuh çimento Sanayi A.S.,NYKB - Nyk Bulk & Projects Carriers Ltd,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT, NEWARK NJ 07114",NYKB - Nyk Bulk & Projects Carriers Ltd,Turkey,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"All Other Turkey Black Sea and Sea of Marmara Port, Turkey",Western Asia,Turkey,HEREKE,Maritime,Portland,ATLANTIC ELM,42,9558244,1 DBK, ,46860000," 46,860 ",46860000 KG," $35,707,000.00 ",,001000,,15104050,1,NC,Classified: 7306.30,PORTLAND CEMENT ASTM TYPE I II IN BULK,
AHMOTM0124112201,1,12/26/2022,Goods Shipped: 50000 M/Tons Portland Cement,Titan,Construction Materials,"TITAN FLORIDA LLC
455 FAIRWAY DR
DEERFIELD BEACHFL 33441
US",Titan S.A.,Adocim Cimento Beton San.Ve Tic.A.S,"ADOCIM CIMENTO BETON SAN VE TIC
DEREBOYU CAD MEYDAN SOK
BEYBI GIZ PLAZA NO.1 KAT 13 MASLAK
ISTANBUL
TETR",,AHMO - Atlantic (Hellas) Maritime Company,"TITAN FLORIDA LLC
455 FAIRWAY DR, DEERFIELD BEACHFL 33441, US",,Turkey,"Tampa, Florida",Southeast Region,"Tampa, Florida",Southeast Region,Tampa Bay,"All Other Turkey Black Sea and Sea of Marmara Port, Turkey",Western Asia,Turkey,"YESILYURT,TR",Maritime,Portland,THOR MAXIMUS,001,,1 BLK, CM,50000000," 50,000 ",50000000 K," $4,000,000.00 ",,005341,,15102010,1,NC,Classified: 2523.21,50000 M/TONS PORTLAND CEMENT,
PXBCYNJPNA233901,1,12/14/2022,"Consignee: Essex Cement Co Llc Building 182; Goods Shipped: Ordinary Portland Cement; Notify Party: Essex Cement Co Llc Building 182,",Titan,,"ESSEX CEMENT CO LLC BUILDING 182,
CALCUTTA STREET PORT NEWARK NJ
07114",,Medcem,"MEDCEM GLOBAL PAZARLAMA A.S.
ATATURK MAHALLESI ERTUGRUL GAZI
SOKAK METROPL ISTANBUL C2 APT. NO
2A/28 ATASEHIR - ISTANBUL",,PXBC - Phoenix Bulk Carriers (U S) Corp,"ESSEX CEMENT CO LLC BUILDING 182,
CALCUTTA STREET PORT NEWARK NJ, 07114",,Turkey,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"All Other Turkey Mediterranean Region Ports, Turkey",Western Asia,Turkey,TURKEY,Maritime,Portland,JPS BARCELONA,01,9483217,1 BLK, ,42000000," 42,000 ",42000 ET," $3,360,000.00 ",,000001,,15102010,1,NC,Classified: 2523.21,ORDINARY PORTLAND CEMENT,
NYKB040000853,1,4/22/2025,Consignee: The Essex Cement Co. Llc; Goods Shipped: Portland Cement Type Il In Bulk Portland Cement Type Il 42000. 000 Mt; Consignee (Original Format): To The Order Of Essex Cement Co Llc; Shipper: Titan Cement Co. S.A. Titan Cement Company S.A.; Shipper (Original Format): Titan Cement Company Sa; Notify Party: To The Order Of Essex Cement Co Llc,Titan,,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT
NEWARK",,Titan,"TITAN CEMENT COMPANY SA
THESSALONIKIS LANGADA RD 6TH KM
EFKARPIA 56429 GREECE",Titan S.A.,NYKB - Nyk Bulk & Projects Carriers Ltd,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT, NEWARK",NYKB - Nyk Bulk & Projects Carriers Ltd,Greece,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"Elefsis, Greece",Southern Europe,Greece,ELEUSIS,Maritime,Portland,KAVO AETOS,01,9290232,1 DBK, ,42000000," 42,000 ",42000000 KG," $2,856,000.00 ",,001000,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT TYPE IL,
DMNACLOVERXX7701,1,4/2/2025,"Consignee: The Essex Cement Co. Llc; Goods Shipped: Portland Cement Type Il Conforming With The Requirements Of Astm C595 (43, 954. 000 Metric Tons); Shipper: Titan Cement Company S.A.; Notify Party: Essex Cement Co Llc",Titan,,"ESSEX CEMENT CO. LLC
BUILDING 182, CALCUTTA STR
PORT NEWARK NJ07114 US",,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,DMNA - Dampskibsselskabet Norden Aktieselskab,"ESSEX CEMENT CO LLC
BUILDING 182, CALCUTTA STR, PORT NEWARK NJ07114 US",,Greece,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"Elefsis, Greece",Southern Europe,Greece,"ELEUSIS, GREECE",Maritime,Portland,CLOVER,77,,1 BLK, ,43954000," 43,954 ",43954 ET," $2,989,000.00 ",,361758,,15102010,1,NC,Classified: 2523.21,"PORTLAND CEMENT TYPE IL CONFORMING WITH THE REQUIREMENTS OF ASTM C595 (43, 954. 000 METRIC TONS)",
WBASYASAILHA0101,1,2/8/2025,Consignee: Roanoke Cement Co Llc Roanoke Cement Co. Llc; Goods Shipped: Portland Cement Type Il In Bulk Portland Cement Type Il 42040. 000 Mt; Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: Roanoke Cement Co Llc,Titan,Construction Materials,"ROANOKE CEMENT CO LLC
5700 LAKE WRIGHT DRIVE SUITE 300
NORFOLK VA 23502",Titan S.A.,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,WBAS - Weco Bulk A/S,"ROANOKE CEMENT CO LLC
5700 LAKE WRIGHT DRIVE SUITE 300, NORFOLK VA 23502",,Greece,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia","Elefsis, Greece",Southern Europe,Greece,ELEUSIS,Maritime,Portland,YASA ILHAN,1,9396218,1 DBK, ,42040000," 42,040 ",42040000 KG," $2,943,000.00 ",,001000,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT TYPE IL,
NYKB040000842,1,12/17/2024,Consignee: Roanoke Cement Co Llc Roanoke Cement Co. Llc; Goods Shipped: Portland Cement In Bulk Portland Cement 42510 Mt; Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: Roanoke Cement Co Llc,Titan,Construction Materials,"ROANOKE CEMENT CO LLC
5700 LAKE WRIGHT DRIVE SUITE 300
NORFOLK VA 23502",Titan S.A.,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,NYKB - Nyk Bulk & Projects Carriers Ltd,"ROANOKE CEMENT CO LLC
5700 LAKE WRIGHT DRIVE SUITE 300, NORFOLK VA 23502",NYKB - Nyk Bulk & Projects Carriers Ltd,Greece,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia","Elefsis, Greece",Southern Europe,Greece,ELEUSIS,Maritime,Portland,THOR MADOC,01,,1 DBK, ,42510000," 42,510 ",42510000 KG," $4,421,000.00 ",,001000,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT,
DMNASPRINGLO0101,1,11/19/2024,"Consignee: The Essex Cement Co. Llc; Goods Shipped: Portland Cement Type Il Conforming With The Requirements Of Astm C595 (43, 165. 000 Metric Tons); Shipper: Titan Cement Company S.A.; Notify Party: Essex Cement Co. Llc",Titan,,"ESSEX CEMENT CO LLC
BUILDING 182, CALCUTTA STR
PORT NEWARK NJ07114 US",,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,DMNA - Dampskibsselskabet Norden Aktieselskab,"ESSEX CEMENT CO. LLC
BUILDING 182, CALCUTTA STR, PORT NEWARK NJ07114 US",,Greece,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"Elefsis, Greece",Southern Europe,Greece,"ELEUSIS, GRECCE",Maritime,Portland,SPRING LOTUS,01,,1 BLK, ,43165000," 43,165 ",43165 ET," $3,151,000.00 ",,296693,,15102010,1,NC,Classified: 2523.21,"PORTLAND CEMENT TYPE IL CONFORMING WITH THE REQUIREMENTS OF ASTM C595 (43, 165. 000 METRIC TONS)",
NYKB040000833,1,11/4/2024,Consignee: The Essex Cement Co. Llc; Goods Shipped: Portland Cement Type Il In Bulk Portland Cement Type Il 43. 480 Mt; Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: Essex Cement Co Llc,Titan,,"ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT
NEWARK  NJ 07114",,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,NYKB - Nyk Bulk & Projects Carriers Ltd,"ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT, NEWARK  NJ 07114",NYKB - Nyk Bulk & Projects Carriers Ltd,Greece,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"Elefsis, Greece",Southern Europe,Greece,ELEUSIS,Maritime,Portland,NEFELI,01,,1 DBK, ,43480, 43 ,43480 KG," $3,900.00 ",,001000,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT TYPE IL,
NYKB040000839,1,11/3/2024,Consignee: Roanoke Cement Co Llc Roanoke Cement Co. Llc; Goods Shipped: Portland Cement Type Il In Bulk Portland Cement Type Il 44000. 000 Mt; Consignee (Original Format): To The Order Roanoke Cement Co Llc; Shipper: Titan Cement Co. Sa Titan Cement Company S.A.; Shipper (Original Format): Titan Cement Company Sa; Notify Party: To The Order Roanoke Cement Co Llc,Titan,Construction Materials,"TO THE ORDER ROANOKE CEMENT CO LLC
5700 LAKE WRIGHT DRIVE SUITE 300
NORFOLK VA 23502 USA",Titan S.A.,Titan,"TITAN CEMENT COMPANY SA
RIO 265 04 GREECE",Titan S.A.,NYKB - Nyk Bulk & Projects Carriers Ltd,"TO THE ORDER ROANOKE CEMENT CO LLC
5700 LAKE WRIGHT DRIVE SUITE 300, NORFOLK VA 23502 USA",NYKB - Nyk Bulk & Projects Carriers Ltd,Greece,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia","Elefsis, Greece",Southern Europe,Greece,ELEUSUS,Maritime,Portland,AMIS WISDOM I,01,,1 DBK, ,44000000," 44,000 ",44000000 KG," $3,960,000.00 ",,001000,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT TYPE IL,
NYKB040000831,1,9/8/2024,Consignee: Roanoke Cement Co Llc Roanoke Cement Co. Llc; Goods Shipped: Portland Cement Type Il In Bulk Portland Cement Type Il 41732. 000 Mt; Consignee (Original Format): To The Order Of Roanoke Cement Co; Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: To The Order Of Roanoke Cement Co,Titan,Construction Materials,"TO THE ORDER OF ROANOKE CEMENT CO
LLC 5700 LAKE WRIGHT DRIVE SUITE
300 NORFOLK VA 23502 USA",Titan S.A.,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,NYKB - Nyk Bulk & Projects Carriers Ltd,"TO THE ORDER OF ROANOKE CEMENT CO
LLC 5700 LAKE WRIGHT DRIVE SUITE, 300 NORFOLK VA 23502 USA",NYKB - Nyk Bulk & Projects Carriers Ltd,Greece,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia","Elefsis, Greece",Southern Europe,Greece,ELEUSIS,Maritime,Portland,IRON DUKE,020,9577422,1 DBK, ,41732000," 41,732 ",41732000 KG," $3,297,000.00 ",,001000,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT TYPE IL,
NYKB040000823,1,8/20/2024,Consignee: The Essex Cement Co. Llc; Goods Shipped: Portland Cement Type Il In Bulk Portland Cement Type Il 42912. 000 Mt; Consignee (Original Format): To The Order Of Essex Cement Co Llc; Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: To The Order Of Essex Cement Co Llc,Titan,,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT
NEWARK NJ 07114 USA",,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,NYKB - Nyk Bulk & Projects Carriers Ltd,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT, NEWARK NJ 07114 USA",NYKB - Nyk Bulk & Projects Carriers Ltd,Greece,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"Elefsis, Greece",Southern Europe,Greece,ELEUSIS,Maritime,Portland,ATLANTIC ELM,50,9558244,1 DBK, ,42912000," 42,912 ",42912000 KG," $5,922,000.00 ",,001000,,15102010,1,NC,Classified: 2523.21,PORTLAND CEMENT TYPE IL,
DMNAROMETRAD0901,1,8/10/2024,"Consignee: The Essex Cement Co. Llc; Goods Shipped: Portland Cement Type Il Conforming With The Requirements Of Astm C595 (41, 420. 000 Metric Tons); Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: Essex Cement Co Llc",Titan,,"ESSEX CEMENT CO LLC
BUILDING 182, CALCUTTA STR
PORT NEWARK NJ07114 US",,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,DMNA - Dampskibsselskabet Norden Aktieselskab,"ESSEX CEMENT CO LLC
BUILDING 182, CALCUTTA STR, PORT NEWARK NJ07114 US",,Greece,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"Elefsis, Greece",Southern Europe,Greece,"ELEUSUS, GREECE",Maritime,Portland,ROME TRADER,09,,1 BLK, ,41420000," 41,420 ",41420 ET," $5,716,000.00 ",,247272,,15102010,1,NC,Classified: 2523.21,"PORTLAND CEMENT TYPE IL CONFORMING WITH THE REQUIREMENTS OF ASTM C595 (41, 420. 000 METRIC TONS)",
THRS9V2557010701,1,7/31/2024,"Consignee: Roanoke Cement Co Llc Roanoke Cement Co. Llc; Goods Shipped: 35, 550 Mt Portland Cement Type Il; Consignee (Original Format): To The Order Of Roanoke Cement Co; Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: To The Order Of Roanoke Cement Co",Titan,Construction Materials,"TO THE ORDER OF ROANOKE CEMENT CO
LLC
5700 LAKE WRIGHT DR STE 300
NORFOLKVA 23502
TEUS",Titan S.A.,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,THRS - Thoresen & Co (Bangkok) Ltd,"TO THE ORDER OF ROANOKE CEMENT CO
LLC, 5700 LAKE WRIGHT DR STE 300, NORFOLKVA 23502, TEUS",,Greece,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia","Elefsis, Greece",Southern Europe,Greece,"ELEFSIS, GR",Maritime,Portland,THOR MADOC,2404,9291389,1 BLK, CM,35550000," 35,550 ",35550000 K," $64,772,000.00 ",,007761,,15103020,1,NC,Classified: 4819.30,"35, 550 MT PORTLAND CEMENT TYPE IL",
THRS9V2557010711,1,7/31/2024,"Consignee: Roanoke Cement Co Llc Roanoke Cement Co. Llc; Goods Shipped: 6, 957 Mt Ternary Blended Cement Type It; Consignee (Original Format): To The Order Of Roanoke Cement Co; Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: To The Order Of Roanoke Cement Co",Titan,Construction Materials,"TO THE ORDER OF ROANOKE CEMENT CO
LLC
5700 LAKE WRIGHT DR STE 300
NORFOLKVA 23502
TEUS",Titan S.A.,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,THRS - Thoresen & Co (Bangkok) Ltd,"TO THE ORDER OF ROANOKE CEMENT CO
LLC, 5700 LAKE WRIGHT DR STE 300, NORFOLKVA 23502, TEUS",,Greece,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia","Elefsis, Greece",Southern Europe,Greece,"ELEFSIS, GR",Maritime,"6, 957 MT TERNARY BLENDED CEMENT TYPE IT",THOR MADOC,2404,9291389,1 BLK, CM,6957000," 6,957 ",6957000 K," $424,000.00 ",,007761,,15102010,1,NC,Classified: 2523.10,"6, 957 MT TERNARY BLENDED CEMENT TYPE IT",
XSAW0232,1,7/5/2024,Consignee: The Essex Cement Co. Llc; Goods Shipped: Portland Cement Type Il In Bulk Portland Cement Type Il 43525. 000 Mt; Consignee (Original Format): To The Order Of Essex Cement Co Llc; Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: To The Order Of Essex Cement Co Llc,Titan,,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT
NEWARK NJ 07114",,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,XSAW - Xo Shipping A/S,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT, NEWARK NJ 07114",XSAW - Xo Shipping A/S,Greece,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia","Elefsis, Greece",Southern Europe,Greece,ELEUSIS,Maritime,Portland,SPAR CASTOR,F2579,9719666,1 DBK, ,43525000," 43,525 ",43525000 KG," $104,112,000.00 ",,001000,,15103020,1,NC,Classified: 4819.30,PORTLAND CEMENT TYPE IL,
NYKB040000819,1,6/26/2024,Consignee: Roanoke Cement Co Llc Roanoke Cement Co. Llc; Goods Shipped: Portland Cement Type Il In Bulk Portland Cement Type Il 40791. 000 Mt; Consignee (Original Format): To The Order Of Roanoke Cement Co; Shipper: Titan Cement Co. Titan Cement Co. S.A.; Shipper (Original Format): Titan Cement Company; Notify Party: To The Order Of Roanoke Cement Co,Titan,Construction Materials,"TO THE ORDER OF ROANOKE CEMENT CO
LLC 5700 LAKE WRIGHT DRIVE SUITE
300 NORFOLK VA 23502 USA",Titan S.A.,Titan,"TITAN CEMENT COMPANY
12 &#913; ZAKOU & &#924; PARIDI STR
MC BUILDING EGKOMI 2404 NICOSIA
CYPRUS",,NYKB - Nyk Bulk & Projects Carriers Ltd,"TO THE ORDER OF ROANOKE CEMENT CO
LLC 5700 LAKE WRIGHT DRIVE SUITE, 300 NORFOLK VA 23502 USA",NYKB - Nyk Bulk & Projects Carriers Ltd,Cyprus,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"Elefsis, Greece",Southern Europe,Greece,ELEUSIS,Maritime,Portland,FJORD PEARL,01,,1 DBK, ,40791000," 40,791 ",40791000 KG," $74,321,000.00 ",,001000,,15103020,1,NC,Classified: 4819.30,PORTLAND CEMENT TYPE IL,
DRYD230524501,1,6/13/2024,Consignee: The Essex Cement Co. Llc; Goods Shipped: Portland Cement Type Il In Bulk Portland Cement Type Il 43900. 000 Mt; Consignee (Original Format): To The Order Of Essex Cement Co Llc; Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: To The Order Of Essex Cement Co Llc,Titan,,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT
NEWARK NJ 07114",,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,DRYD - Drylog Trading Ltd,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT, NEWARK NJ 07114",DRYD - Drylog Trading Ltd,Greece,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"Elefsis, Greece",Southern Europe,Greece,ELEUSIS,Maritime,Portland,NEFELI,40045,9696462,1 DBK, ,43900000," 43,900 ",43900000 KG," $105,009,000.00 ",,001000,,15103020,1,NC,Classified: 4819.30,PORTLAND CEMENT TYPE IL,
DMNAYAYAGOOS0601,1,6/2/2024,"Consignee: Roanoke Cement Co Llc Roanoke Cement Co. Llc; Goods Shipped: Portland Cement Type Il Conforming With The Requirements Of Astm C595 19 (43, 000 Metric Tons); Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: Roanoke Cement Co Llc",Titan,Construction Materials,"ROANOKE CEMENT CO LLC
5700 LAKE WRIGHT DRIVE
SUITE 300
NORFOLK VA23502 US",Titan S.A.,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,DMNA - Dampskibsselskabet Norden Aktieselskab,"ROANOKE CEMENT CO LLC
5700 LAKE WRIGHT DRIVE, SUITE 300, NORFOLK VA23502 US",,Greece,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia","Elefsis, Greece",Southern Europe,Greece,"ELEUSIS, GREECE",Maritime,Portland,YAYA GOOSE,06,,1 BLK, ,43000000," 43,000 ",43000 ET," $105,909,000.00 ",,210740,,15103020,1,NC,Classified: 4819.30,"PORTLAND CEMENT TYPE IL CONFORMING WITH THE REQUIREMENTS OF ASTM C595-19 (43, 000 METRIC TONS)",
DMNAPROPELSH0101,1,4/25/2024,"Consignee: Roanoke Cement Co Llc Roanoke Cement Co. Llc; Goods Shipped: Portland Cement Type Il Conforming With The Requirements Of Astm C595 19 (43, 100. 000 Metric Tons); Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: Roanoke Cement Co Llc",Titan,Construction Materials,"ROANOKE CEMENT CO LLC
5700 LAKE WRIGHT DRIVE
SUITE 300
NORFOLK VA23502 US",Titan S.A.,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,DMNA - Dampskibsselskabet Norden Aktieselskab,"ROANOKE CEMENT CO LLC
5700 LAKE WRIGHT DRIVE, SUITE 300, NORFOLK VA23502 US",,Greece,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia",Southeast Region,"Port of Virginia, Norfolk, Virginia","Elefsis, Greece",Southern Europe,Greece,"ELEUSIS, GREECE",Maritime,Portland,PROPEL SHAKTI,01,,1 BLK, ,43100000," 43,100 ",43100 ET," $107,319,000.00 ",,192029,,15103020,1,NC,Classified: 4819.30,"PORTLAND CEMENT TYPE IL CONFORMING WITH THE REQUIREMENTS OF ASTM C595-19 (43, 100. 000 METRIC TONS)",
XSAW0227,1,4/19/2024,Consignee: The Essex Cement Co. Llc; Goods Shipped: Portland Cement Type Il Conforming With The R Requirements Of Astm In Bulk Portland Cement Type Il Conforming With The Requirements Of Astm 42560. 000 Mt; Consignee (Original Format): To The Order Of Essex Cement Co Llc; Shipper (Original Format): Titan Cement Company Sa; Shipper: Titan Cement Company S.A.; Notify Party: To The Order Of Essex Cement Co Llc,Titan,,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT
NEWARK NJ 07114",,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,XSAW - Xo Shipping A/S,"TO THE ORDER OF ESSEX CEMENT CO LLC
BUILDING 182 CALCUTTA STR PORT, NEWARK NJ 07114",,Greece,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"Elefsis, Greece",Southern Europe,Greece,ELEUSIS,Maritime,Portland,NAVIOS CELESTIAL,F0024,9496226,1 DBK, ,42560000," 42,560 ",42560000 KG," $105,974,000.00 ",,001000,,15103020,1,NC,Classified: 4819.30,PORTLAND CEMENT TYPE IL CONFORMING WITH THE R REQUIREMENTS OF ASTM,
DMNAHOPAXXXX1101,1,3/28/2024,"Consignee: The Essex Cement Co. Llc; Goods Shipped: 42, 250. 00 Mt Portland Cement Type Il Conforming With The Requirements Of Astm C595 19; Shipper: Titan Cement Company S.A.; Notify Party: Essex Cement Co Llc",Titan,,"ESSEX CEMENT CO LLC
BUILDING 182, CALCUTTA STR
PORT NEWARK NJ07114 US",,Titan,"Titan Cement Company S.A.
22A, Halkidos Street
Athens
11143
Greece",Titan S.A.,DMNA - Dampskibsselskabet Norden Aktieselskab,"ESSEX CEMENT CO LLC
BUILDING 182, CALCUTTA STR, PORT NEWARK NJ07114 US",,Greece,"New York/Newark Area, Newark, New Jersey",New York Region,"New York/Newark Area, Newark, New Jersey",New York Region,NY/NJ Ports (Inc. Albany),"Elefsis, Greece",Southern Europe,Greece,GREECE,Maritime,Portland,HOPA,11,,1 BLK, ,42250000," 42,250 ",42250 ET," $85,007,000.00 ",,180339,,15103020,1,NC,Classified: 4819.30,"42, 250. 00 MT PORTLAND CEMENT TYPE IL CONFORMING WITH THE REQUIREMENTS OF ASTM C595-19",
